Player,Player Rating,Player Nationality,Player Side,Player Result,Player First Move,Opponent,Opponent Rating,Opponent Nationality,Opponent Side,Opponent Result,Opponent First Move,Variation,Termination,Moves,Date
Dontmesswithme_2,2228,United States of America,Black,Insufficient material,d5,nad1616,2188,France,White,Insufficient material,d4,Pawn Opening 1...d5,Game drawn by insufficient material,63.0,2020.04.11
Dontmesswithme_2,2239,United States of America,White,Win,d4,hermanho,2342,Macao,Black,Resigned,d5,Slav Defense,Dontmesswithme_2 won by resignation,27.0,2020.04.11
Dontmesswithme_2,2230,United States of America,White,Checkmated,d4,herc77,2213,Serbia,Black,Win,d5,Gambit Declined Exchange Positional Line Reshevsky Variation 6...Be7 7.e3 O O 8.Bd3,herc77 won by checkmate,24.0,2020.04.11
Dontmesswithme_2,2240,United States of America,Black,Win,d5,Jeremi123,2325,Philippines,White,Resigned,d4,Defense 3.Nc3,Dontmesswithme_2 won by resignation,26.0,2020.04.11
Dontmesswithme_2,2241,United States of America,White,Draw by timeout vs insufficient material,d4,adis1210,2261,Kazakhstan,Black,Draw by timeout vs insufficient material,d5,Gambit Declined Charousek Variation 4.cxd5 exd5,Game drawn by timeout vs insufficient material,62.0,2020.04.11
Dontmesswithme_2,2233,United States of America,Black,Checkmated,c5,adis1210,2269,Kazakhstan,White,Win,e4,Defense 2.d3 Nc6,adis1210 won by checkmate,32.0,2020.04.11
Dontmesswithme_2,2225,United States of America,Black,Timeout,d5,X_2005,2241,Tunisia,White,Win,d4,Defense Modern Quiet Schallopp Defense 5.Nc3 e6 6.Bd3 Bxd3 7.Qxd3,X_2005 won on time,66.0,2020.04.11
Dontmesswithme_2,2219,United States of America,White,Timeout,d4,ronts,2337,Estonia,Black,Win,d5,Defense Modern Schlechter Variation,ronts won on time,49.0,2020.04.11
Dontmesswithme_2,1959,United States of America,Black,Timeout,a6,kinapjij,1603,Canada,White,Win,c4,Opening,kinapjij won on time,23.0,2020.04.11
Dontmesswithme_2,2230,United States of America,White,Win,d4,pulgarcitapink,2334,Colombia,Black,Resigned,Nf6,Defense Hromadka System 4.Nc3 g6 5.e4,Dontmesswithme_2 won by resignation,31.0,2020.04.11
Dontmesswithme_2,2224,United States of America,White,Checkmated,d4,kuznechik2006,2335,Ukraine,Black,Win,Nf6,Indian Defense Classical Berlin Pirc Variation 6.Nf3,kuznechik2006 won by checkmate,63.0,2020.04.11
Dontmesswithme_2,2217,United States of America,Black,Checkmated,c5,Skonnord,2257,Denmark,White,Win,e4,Defense Smith Morra Gambit Declined Alapin Formation,Skonnord won by checkmate,36.0,2020.04.11
Dontmesswithme_2,2209,United States of America,Black,Timeout,c5,Good_Knight_Kiss,2216,United States of America,White,Win,e4,Defense Open Najdorf Adams Attack,Good_Knight_Kiss won on time,60.0,2020.04.12
Dontmesswithme_2,2209,United States of America,White,Draw by repetition,d4,porchis,2190,Colombia,Black,Draw by repetition,d5,Gambit Declined Albin Countergambit 3.dxe5 d4 4.a3,Game drawn by repetition,20.0,2020.04.12
Dontmesswithme_2,2218,United States of America,Black,Win,d5,IsaacSteincamp,2242,United States of America,White,Resigned,d4,Pawn Opening Accelerated London System,Dontmesswithme_2 won by resignation,23.0,2020.04.12
Dontmesswithme_2,2225,United States of America,Black,Win,c6,happycuber,2188,Canada,White,Checkmated,c4,Opening Caro Kann Defensive System 2.g3,Dontmesswithme_2 won by checkmate,36.0,2020.04.12
Dontmesswithme_2,2228,United States of America,Black,Draw by timeout vs insufficient material,c5,orestn,2362,Canada,White,Draw by timeout vs insufficient material,e4,Defense Open Najdorf Variation 6.f3,Game drawn by timeout vs insufficient material,61.0,2020.04.12
Dontmesswithme_2,2220,United States of America,White,Resigned,d4,sapitix,2233,Spain,Black,Win,Nf6,Game Black Knights Tango,sapitix won by resignation,47.0,2020.04.12
Dontmesswithme_2,2227,United States of America,White,Win,d4,danwwww,2163,United States of America,Black,Abandoned,d5,Gambit Accepted Old Variation,Dontmesswithme_2 won - game abandoned,38.0,2020.04.12
Dontmesswithme_2,2234,United States of America,White,Win,d4,adis1210,2173,Kazakhstan,Black,Resigned,d5,Gambit Declined Charousek Variation 4.cxd5 exd5 5.Bf4,Dontmesswithme_2 won by resignation,45.0,2020.04.12
Dontmesswithme_2,2242,United States of America,Black,Win,d5,MNyuyu,2239,Cuba,White,Timeout,d4,System 3...c5 4.e3,Dontmesswithme_2 won on time,83.0,2020.04.12
Dontmesswithme_2,2234,United States of America,White,Resigned,d4,MNyuyu,2247,Cuba,Black,Win,Nf6,Indian Defense 3.Nc3,MNyuyu won by resignation,35.0,2020.04.12
Dontmesswithme_2,2227,United States of America,Black,Resigned,c5,Fedor_Afanasiev,2273,Russian Federation,White,Win,c4,Opening Symmetrical Variation 2.g3,Fedor_Afanasiev won by resignation,41.0,2020.04.12
Dontmesswithme_2,2236,United States of America,White,Win,d4,Fedor_Afanasiev,2264,Russian Federation,Black,Checkmated,Nf6,Defense Modern Kings Pawn Line 6...g6,Dontmesswithme_2 won by checkmate,37.0,2020.04.12
Dontmesswithme_2,2229,United States of America,Black,Resigned,c6,Fedor_Afanasiev,2271,Russian Federation,White,Win,c4,Opening Caro Kann Defensive System 2.g3,Fedor_Afanasiev won by resignation,39.0,2020.04.12
Dontmesswithme_2,2238,United States of America,White,Win,d4,Fedor_Afanasiev,2262,Russian Federation,Black,Resigned,Nf6,Indian Defense Orthodox Variation 6...c5 7.d5 e6 8.O O,Dontmesswithme_2 won by resignation,26.0,2020.04.12
Dontmesswithme_2,2231,United States of America,Black,Timeout,c6,Fedor_Afanasiev,2269,Russian Federation,White,Win,c4,Opening Caro Kann Defensive System 2.g3,Fedor_Afanasiev won on time,27.0,2020.04.12
Dontmesswithme_2,2232,United States of America,White,Draw by repetition,d4,Fedor_Afanasiev,2268,Russian Federation,Black,Draw by repetition,Nf6,Defense Modern Kings Pawn Line 6...g6 7.f3 Bg7 8.Nge2,Game drawn by repetition,40.0,2020.04.12
Dontmesswithme_2,2225,United States of America,Black,Resigned,c6,Fedor_Afanasiev,2275,Russian Federation,White,Win,c4,Opening Caro Kann Defensive System 2.g3,Fedor_Afanasiev won by resignation,34.0,2020.04.12
Dontmesswithme_2,2218,United States of America,White,Timeout,d4,Fedor_Afanasiev,2282,Russian Federation,Black,Win,Nf6,Defense Modern Classical Variation,Fedor_Afanasiev won on time,23.0,2020.04.12
Dontmesswithme_2,2214,United States of America,White,Timeout,d4,orkinyo12345,2411,Switzerland,Black,Win,Nf6,Indian Defense Classical Noa Variation 5.cxd5 exd5,orkinyo12345 won on time,63.0,2020.04.12
Dontmesswithme_2,2226,United States of America,Black,Win,c5,orkinyo12345,2399,Switzerland,White,Resigned,e4,Defense Canal Main Line,Dontmesswithme_2 won by resignation,10.0,2020.04.12
Dontmesswithme_2,2221,United States of America,White,Timeout,d4,Velis23,2345,Bulgaria,Black,Win,d5,Defense Modern Alapin Variation Smyslov Variation 6.Ne5,Velis23 won on time,28.0,2020.04.12
Dontmesswithme_2,2231,United States of America,Black,Win,c5,DauletKuderin,2282,Kazakhstan,White,Checkmated,e4,Defense Open Najdorf Opocensky Traditional Line 9.Be3 Be6 10.Nd5,Dontmesswithme_2 won by checkmate,55.0,2020.04.12
Dontmesswithme_2,2224,United States of America,White,Checkmated,d4,Olivanja,2298,Switzerland,Black,Win,g6,Defense with 1 e4 2.d4,Olivanja won by checkmate,54.0,2020.04.12
Dontmesswithme_2,2226,United States of America,Black,Insufficient material,d5,Olivanja,2296,Switzerland,White,Insufficient material,Nf3,Opening Caro Kann Defensive System 2.Nf3 d5,Game drawn by insufficient material,70.0,2020.04.12
Dontmesswithme_2,2219,United States of America,White,Timeout,d4,Jigit2005,2259,United States of America,Black,Win,Nf6,Indian Defense Fianchetto Traditional Line 5.Bg2,Jigit2005 won on time,45.0,2020.04.12
Dontmesswithme_2,2229,United States of America,White,Win,d4,MitchyF,2305,Netherlands,Black,Resigned,e6,Pawn Opening Horwitz Defense,Dontmesswithme_2 won by resignation,30.0,2020.04.12
Dontmesswithme_2,2239,United States of America,Black,Win,d5,MitchyF,2295,Netherlands,White,Resigned,d4,Defense 3.Nc3,Dontmesswithme_2 won by resignation,18.0,2020.04.12
Dontmesswithme_2,2232,United States of America,White,Timeout,d4,MitchyF,2302,Netherlands,Black,Win,e6,Pawn Opening Horwitz Defense,MitchyF won on time,34.0,2020.04.12
Dontmesswithme_2,2226,United States of America,Black,Resigned,d5,MitchyF,2308,Netherlands,White,Win,d4,Defense Modern Quiet Schallopp Defense 5.Nc3 e6,MitchyF won by resignation,21.0,2020.04.12
Dontmesswithme_2,2220,United States of America,White,Timeout,d4,MitchyF,2314,Netherlands,Black,Win,d6,Game Tartakower Defense,MitchyF won on time,53.0,2020.04.12
Dontmesswithme_2,2214,United States of America,Black,Resigned,d5,MitchyF,2320,Netherlands,White,Win,d4,Pawn Opening Accelerated London System,MitchyF won by resignation,24.0,2020.04.12
Dontmesswithme_2,2224,United States of America,White,Win,d4,MitchyF,2310,Netherlands,Black,Resigned,d6,Defense 2.d4,Dontmesswithme_2 won by resignation,38.0,2020.04.12
Dontmesswithme_2,2234,United States of America,Black,Win,d5,MitchyF,2300,Netherlands,White,Checkmated,d4,Pawn Opening Accelerated London System,Dontmesswithme_2 won by checkmate,40.0,2020.04.12
Dontmesswithme_2,2244,United States of America,Black,Win,d5,Murad_M,2299,Uzbekistan,White,Resigned,d4,Defense Modern Line 3...Nf6,Dontmesswithme_2 won by resignation,23.0,2020.04.13
Dontmesswithme_2,2235,United States of America,White,Checkmated,d4,shioda,2222,Brazil,Black,Win,Nf6,Gambit Declined 3.Nf3 Nf6,shioda won by checkmate,30.0,2020.04.13
Dontmesswithme_2,2235,United States of America,White,Draw by repetition,d4,hombreperdido,2229,Spain,Black,Draw by repetition,Nf6,Indian Defense Normal Variation 4.Nf3,Game drawn by repetition,38.0,2020.04.13
Dontmesswithme_2,2244,United States of America,Black,Win,d5,Matein36,2267,Australia,White,Resigned,d4,System 3...c5,Dontmesswithme_2 won by resignation,15.0,2020.04.13
Dontmesswithme_2,2238,United States of America,White,Resigned,d4,MrTopJupiter,2361,Malaysia,Black,Win,d5,Slav Defense,MrTopJupiter won by resignation,25.0,2020.04.13
Dontmesswithme_2,2229,United States of America,White,Timeout,d4,SeanC83,2217,Bosnia and Herzegovina,Black,Win,Nf6,Indian Defense Fianchetto Classical Kramnik Variation,SeanC83 won on time,45.0,2020.04.13
Dontmesswithme_2,2221,United States of America,Black,Resigned,c5,terzija,2221,United States of America,White,Win,e4,Defense Chekhover Variation 4...Nc6 5.Bb5,terzija won by resignation,23.0,2020.04.13
Dontmesswithme_2,2229,United States of America,White,Win,d4,terzija,2213,United States of America,Black,Resigned,Nf6,Defense 3.d5,Dontmesswithme_2 won by resignation,27.0,2020.04.13
Dontmesswithme_2,2224,United States of America,Black,Resigned,d5,MrTopJupiter,2354,Malaysia,White,Win,d4,System 3...c5,MrTopJupiter won by resignation,40.0,2020.04.13
Dontmesswithme_2,2233,United States of America,Black,Win,c5,Corbblah,2267,United States of America,White,Checkmated,e4,Defense Smith Morra Accepted Danish Variation,Dontmesswithme_2 won by checkmate,41.0,2020.04.13
Dontmesswithme_2,2242,United States of America,White,Win,d4,ChokesitoJl,2266,Peru,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,19.0,2020.04.13
Dontmesswithme_2,2250,United States of America,White,Win,d4,DutaSa,2244,Indonesia,Black,Timeout,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won on time,61.0,2020.04.13
Dontmesswithme_2,2260,United States of America,White,Win,d4,BoshBoshBosh,2337,England,Black,Resigned,Nf6,Indian Defense Orthodox Variation 6...Bg4,Dontmesswithme_2 won by resignation,20.0,2020.04.13
Dontmesswithme_2,2251,United States of America,Black,Timeout,d5,cuizon,2226,Philippines,White,Win,d4,Defense 3.Nc3,cuizon won on time,49.0,2020.04.13
Dontmesswithme_2,2259,United States of America,Black,Win,d5,pesdets,2245,Russian Federation,White,Resigned,d4,Defense Exchange Variation...4.Nc3 Nf6 5.Bf4 Nc6 6.e3,Dontmesswithme_2 won by resignation,37.0,2020.04.13
Dontmesswithme_2,2251,United States of America,White,Timeout,d4,pesdets,2253,Russian Federation,Black,Win,Nf6,Gambit Declined 3.Nf3 Nf6,pesdets won on time,46.0,2020.04.13
Dontmesswithme_2,2261,United States of America,White,Win,d4,ThorIce,2353,Iceland,Black,Resigned,d5,Gambit Declined Exchange Positional Line 5...Be7,Dontmesswithme_2 won by resignation,19.0,2020.04.13
Dontmesswithme_2,2255,United States of America,Black,Resigned,c5,ThorIce,2359,Iceland,White,Win,e4,Defense 2.Nf3 d6,ThorIce won by resignation,29.0,2020.04.13
Dontmesswithme_2,2249,United States of America,White,Resigned,d4,ThorIce,2365,Iceland,Black,Win,d5,Gambit Declined Austrian Variation 3.cxd5,ThorIce won by resignation,25.0,2020.04.13
Dontmesswithme_2,2244,United States of America,Black,Timeout,c5,ThorIce,2370,Iceland,White,Win,e4,Defense 2.Nf3 d6,ThorIce won on time,77.0,2020.04.13
Dontmesswithme_2,2255,United States of America,White,Win,d4,ThorIce,2359,Iceland,Black,Resigned,d5,Gambit Accepted Old Variation,Dontmesswithme_2 won by resignation,21.0,2020.04.13
Dontmesswithme_2,2254,United States of America,Black,Draw agreed,d5,shivramrca,2214,India,White,Draw agreed,d4,Gambit Declined Austrian Salvio Countergambit,Game drawn by agreement,6.0,2020.04.13
Dontmesswithme_2,2261,United States of America,Black,Win,c5,usmon2,2219,Iceland,White,Resigned,e4,Defense Canal Main Line,Dontmesswithme_2 won by resignation,30.0,2020.04.13
Dontmesswithme_2,2268,United States of America,White,Win,d4,usmon2,2212,Iceland,Black,Resigned,Nf6,Gambit Declined 3.Nf3 Nf6,Dontmesswithme_2 won by resignation,34.0,2020.04.13
Dontmesswithme_2,2275,United States of America,Black,Win,d5,pesdets,2226,Russian Federation,White,Resigned,d4,Defense Exchange Variation...4.Nc3 Nf6 5.Bf4 Nc6 6.e3,Dontmesswithme_2 won by resignation,32.0,2020.04.13
Dontmesswithme_2,2283,United States of America,White,Win,d4,Akbar_mo,2283,"Iran, Islamic Republic of",Black,Timeout,Nf6,Indian Defense Normal Variation 4.e4 d6 5.Nf3 O O,Dontmesswithme_2 won on time,43.0,2020.04.13
Dontmesswithme_2,2275,United States of America,Black,Resigned,c5,Akbar_mo,2291,"Iran, Islamic Republic of",White,Win,e4,Defense Open Najdorf Variation 6.Bg5 Nbd7 7.f4,Akbar_mo won by resignation,21.0,2020.04.13
Dontmesswithme_2,2266,United States of America,Black,Resigned,c5,adis1210,2250,Kazakhstan,White,Win,e4,Defense 2.d3 Nc6,adis1210 won by resignation,14.0,2020.04.13
Dontmesswithme_2,2273,United States of America,White,Win,d4,gkbw60,2221,Austria,Black,Timeout,d5,Defense Modern Alapin Variation 5...Nd5,Dontmesswithme_2 won on time,39.0,2020.04.13
Dontmesswithme_2,2284,United States of America,White,Win,d4,BasilSmash,2405,Germany,Black,Resigned,d5,Slav Defense,Dontmesswithme_2 won by resignation,19.0,2020.04.13
Dontmesswithme_2,2295,United States of America,Black,Win,d5,BasilSmash,2394,Germany,White,Resigned,d4,Pawn Opening Pseudo Catalan Variation,Dontmesswithme_2 won by resignation,20.0,2020.04.13
Dontmesswithme_2,2305,United States of America,White,Win,d4,BasilSmash,2384,Germany,Black,Checkmated,d5,Gambit Declined Noteboom Variation 5.a4,Dontmesswithme_2 won by checkmate,34.0,2020.04.13
Dontmesswithme_2,2298,United States of America,White,Resigned,d4,Nitenslo,2362,Slovenia,Black,Win,Nf6,Indian Defense Normal Variation 4.e4 d6 5.Nf3 O O,Nitenslo won by resignation,24.0,2020.04.13
Dontmesswithme_2,2293,United States of America,Black,Resigned,c5,SiLentDeath42,2420,Turkey,White,Win,e4,Defense Open Najdorf Opocensky Variation 6...e5 7.Nf3,SiLentDeath42 won by resignation,47.0,2020.04.13
Dontmesswithme_2,2286,United States of America,White,Resigned,d4,chessqueen2011,2347,China,Black,Win,Nf6,Indian Defense Alekhine Anti Grunfeld Neo Grunfeld Defense Goglidze Attack,chessqueen2011 won by resignation,40.0,2020.04.13
Dontmesswithme_2,2280,United States of America,Black,Resigned,c5,19Spartan93,2376,Canada,White,Win,e4,Defense Open Najdorf English Attack...8.f3 Be7 9.Qd2 Nbd7,19Spartan93 won by resignation,40.0,2020.04.13
Dontmesswithme_2,2274,United States of America,White,Resigned,d4,19Spartan93,2382,Canada,Black,Win,d5,Pawn Opening Accelerated London System,19Spartan93 won by resignation,42.0,2020.04.13
Dontmesswithme_2,2282,United States of America,Black,Win,d5,sina101,2264,United States of America,White,Timeout,d4,Defense Modern Geller Gambit...6.e5 Nd5 7.a4 e6,Dontmesswithme_2 won on time,26.0,2020.04.13
Dontmesswithme_2,2273,United States of America,White,Checkmated,d4,drsmrt,2246,"Congo, the Democratic Republic of the",Black,Win,b6,Pawn Opening Owen Defense 2.d4,drsmrt won by checkmate,26.0,2020.04.13
Dontmesswithme_2,2283,United States of America,Black,Win,c5,Tulinius_Jensen,2330,Iceland,White,Resigned,e4,Defense Open Najdorf Variation 6.Bg5 Nbd7 7.f4,Dontmesswithme_2 won by resignation,36.0,2020.04.13
Dontmesswithme_2,2291,United States of America,Black,Win,d5,joumax8,2284,Egypt,White,Checkmated,d4,Defense Exchange Variation...4.Nc3 Nf6 5.Bf4 Nc6 6.e3,Dontmesswithme_2 won by checkmate,37.0,2020.04.14
Dontmesswithme_2,2300,United States of America,Black,Win,d5,DaGreenster,2306,United States of America,White,Checkmated,Nc3,Geet Opening 1...d5,Dontmesswithme_2 won by checkmate,37.0,2020.04.14
Dontmesswithme_2,2309,United States of America,White,Win,d4,species8473,2326,United States of America,Black,Resigned,g6,Defense with 1 e4 2.d4,Dontmesswithme_2 won by resignation,30.0,2020.04.14
Dontmesswithme_2,2301,United States of America,White,Resigned,d3,Marchuk_Rostislav,2324,Russian Federation,Black,Win,d5,Opening,Marchuk_Rostislav won by resignation,29.0,2020.04.14
Dontmesswithme_2,2293,United States of America,White,Timeout,d4,besztok,2327,Brazil,Black,Win,d5,Defense Modern Alapin Variation Czech Krause Attack 6...Nbd7 7.Nxc4,besztok won on time,44.0,2020.04.14
Dontmesswithme_2,2284,United States of America,Black,Checkmated,d5,tartakower77,2253,Spain,White,Win,d4,Pawn Opening Accelerated London System,tartakower77 won by checkmate,27.0,2020.04.14
Dontmesswithme_2,2285,United States of America,Black,Draw by repetition,d5,Bomgew,2346,"Micronesia, Federated States of",White,Draw by repetition,d4,System 3...c5,Game drawn by repetition,41.0,2020.04.14
Dontmesswithme_2,2278,United States of America,White,Resigned,d4,Bomgew,2353,"Micronesia, Federated States of",Black,Win,Nf6,Indian Defense Normal Variation 4.e4 O O 5.Nf3,Bomgew won by resignation,32.0,2020.04.14
Dontmesswithme_2,2280,United States of America,Black,Draw by timeout vs insufficient material,c5,Bomgew,2351,"Micronesia, Federated States of",White,Draw by timeout vs insufficient material,e4,Defense Open Najdorf Variation 6.a4,Game drawn by timeout vs insufficient material,51.0,2020.04.14
Dontmesswithme_2,2274,United States of America,White,Checkmated,d4,Bomgew,2357,"Micronesia, Federated States of",Black,Win,e6,Pawn Opening Horwitz Defense,Bomgew won by checkmate,66.0,2020.04.14
Dontmesswithme_2,2284,United States of America,Black,Win,d5,Bomgew,2347,"Micronesia, Federated States of",White,Timeout,d4,System 3...c5,Dontmesswithme_2 won on time,60.0,2020.04.14
Dontmesswithme_2,2293,United States of America,White,Win,d4,Bomgew,2338,"Micronesia, Federated States of",Black,Resigned,Nf6,Game London System,Dontmesswithme_2 won by resignation,25.0,2020.04.14
Dontmesswithme_2,2286,United States of America,Black,Resigned,c5,Bomgew,2345,"Micronesia, Federated States of",White,Win,e4,Defense Open Najdorf Variation 6.f3,Bomgew won by resignation,27.0,2020.04.14
Dontmesswithme_2,2287,United States of America,White,Draw by repetition,d4,Bomgew,2344,"Micronesia, Federated States of",Black,Draw by repetition,d5,Pawn Opening Accelerated London System,Game drawn by repetition,38.0,2020.04.14
Dontmesswithme_2,2296,United States of America,Black,Win,c5,Bomgew,2335,"Micronesia, Federated States of",White,Resigned,e4,Defense Open Najdorf English Attack 6...e5 7.Nb3 Be6,Dontmesswithme_2 won by resignation,30.0,2020.04.14
Dontmesswithme_2,2305,United States of America,White,Win,d4,Bomgew,2326,"Micronesia, Federated States of",Black,Timeout,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won on time,44.0,2020.04.14
Dontmesswithme_2,2298,United States of America,White,Resigned,d4,Djager97,2352,Russian Federation,Black,Win,d5,Gambit Declined Noteboom Variation 5.a4 Bb4,Djager97 won by resignation,24.0,2020.04.14
Dontmesswithme_2,2305,United States of America,Black,Win,c5,EmreFaik,2249,Turkey,White,Checkmated,e4,Defense Open Najdorf English Attack 6...e5 7.Nb3 Be6,Dontmesswithme_2 won by checkmate,49.0,2020.04.14
Dontmesswithme_2,2297,United States of America,Black,Checkmated,d5,Konek-Gorbunok,2308,Israel,White,Win,d4,Pawn Opening Pseudo Catalan Variation,Konek-Gorbunok won by checkmate,69.0,2020.04.14
Dontmesswithme_2,2289,United States of America,White,Resigned,d4,shraavanchess2000,2308,International,Black,Win,d5,Pawn Opening Accelerated London System,shraavanchess2000 won by resignation,39.0,2020.04.14
Dontmesswithme_2,2280,United States of America,White,Resigned,d4,DuWollenSpielen,2253,Austria,Black,Win,Nf6,Game,DuWollenSpielen won by resignation,34.0,2020.04.14
Dontmesswithme_2,2274,United States of America,Black,Resigned,d5,WGM_Adriana_Nikolova,2353,Bulgaria,White,Win,d4,Defense Modern Line 3...Nf6,WGM_Adriana_Nikolova won by resignation,30.0,2020.04.14
Dontmesswithme_2,2268,United States of America,White,Checkmated,d4,WGM_Adriana_Nikolova,2359,Bulgaria,Black,Win,Nf6,Game,WGM_Adriana_Nikolova won by checkmate,68.0,2020.04.14
Dontmesswithme_2,2262,United States of America,Black,Checkmated,d5,WGM_Adriana_Nikolova,2365,Bulgaria,White,Win,d4,Defense Modern Line 3...Nf6,WGM_Adriana_Nikolova won by checkmate,50.0,2020.04.14
Dontmesswithme_2,2253,United States of America,White,Resigned,d4,nejmeddine61781,2238,Tunisia,Black,Win,Nf6,Game,nejmeddine61781 won by resignation,20.0,2020.04.14
Dontmesswithme_2,2245,United States of America,Black,Timeout,d5,ZagorPop,2256,Serbia,White,Win,b4,Opening Baltic Defense,ZagorPop won on time,62.0,2020.04.14
Dontmesswithme_2,2254,United States of America,White,Win,d4,MaxBouaraba,2301,Germany,Black,Resigned,Nf6,Defense Fajarowicz Defense,Dontmesswithme_2 won by resignation,25.0,2020.04.14
Dontmesswithme_2,2263,United States of America,Black,Win,d5,MaxBouaraba,2292,Germany,White,Resigned,d4,Pawn Opening Accelerated London System,Dontmesswithme_2 won by resignation,22.0,2020.04.14
Dontmesswithme_2,2256,United States of America,Black,Checkmated,c6,Fastestbear,2332,Sweden,White,Win,c4,Defense 3.Nc3,Fastestbear won by checkmate,37.0,2020.04.14
Dontmesswithme_2,2247,United States of America,White,Resigned,d4,tiocuc78,2231,Spain,Black,Win,d5,Pawn Opening Accelerated London Steinitz Countergambit,tiocuc78 won by resignation,23.0,2020.04.14
Dontmesswithme_2,2240,United States of America,White,Resigned,d4,trainingtwo,2283,United States of America,Black,Win,d5,Slav Defense,trainingtwo won by resignation,59.0,2020.04.14
Dontmesswithme_2,2241,United States of America,Black,Draw agreed,d5,Oscar-i,2298,Paraguay,White,Draw agreed,d4,Defense Exchange Variation 3...cxd5 4.Bf4,Game drawn by agreement,22.0,2020.04.14
Dontmesswithme_2,2234,United States of America,White,Resigned,d4,EmreFaik,2290,Turkey,Black,Win,Nf6,Indian Defense Fianchetto Capablanca Yates Variation,EmreFaik won by resignation,40.0,2020.04.14
Dontmesswithme_2,2242,United States of America,White,Win,d4,browncow28,2244,United States of America,Black,Resigned,Nf6,Gambit Fully Accepted,Dontmesswithme_2 won by resignation,22.0,2020.04.14
Dontmesswithme_2,2250,United States of America,Black,Win,c5,deepblue1914,2226,Philippines,White,Timeout,e4,Defense Closed Grand Prix Variation,Dontmesswithme_2 won on time,58.0,2020.04.14
Dontmesswithme_2,2257,United States of America,Black,Win,c5,JelloBaby02,2212,India,White,Resigned,e4,Defense Open Najdorf Freak Attack,Dontmesswithme_2 won by resignation,25.0,2020.04.14
Dontmesswithme_2,2265,United States of America,White,Win,d4,Skonnord,2261,Denmark,Black,Timeout,Nf6,Indian Defense Normal Variation 4.Nf3,Dontmesswithme_2 won on time,71.0,2020.04.14
Dontmesswithme_2,2274,United States of America,White,Win,d4,kanivilevil,2291,United States of America,Black,Resigned,Nf6,Indian Defense Neo Classical Line 10...f5,Dontmesswithme_2 won by resignation,36.0,2020.04.14
Dontmesswithme_2,2269,United States of America,Black,Checkmated,d5,cine7,2433,Armenia,White,Win,f4,Opening Dutch Variation 2.Nf3 Nf6 3.e3,cine7 won by checkmate,29.0,2020.04.14
Dontmesswithme_2,2269,United States of America,Black,Stalemate,d5,rostokas,2263,Latvia,White,Stalemate,b4,Opening Baltic Defense,Game drawn by stalemate,55.0,2020.04.14
Dontmesswithme_2,2276,United States of America,White,Win,d4,maluzinho,2227,Argentina,Black,Resigned,e6,Pawn Opening Keres Defense 3.Bd2 a5,Dontmesswithme_2 won by resignation,20.0,2020.04.14
Dontmesswithme_2,2284,United States of America,Black,Win,c5,neistoviupryam,2280,United States of America,White,Resigned,e4,Defense Smith Morra Gambit Declined Alapin Formation,Dontmesswithme_2 won by resignation,37.0,2020.04.15
Dontmesswithme_2,2275,United States of America,Black,Timeout,d5,angelZM99,2253,Colombia,White,Win,Nf3,Opening 1...d5,angelZM99 won on time,78.0,2020.04.15
Dontmesswithme_2,2283,United States of America,Black,Win,c5,SANTANA_LUIS,2277,Mexico,White,Resigned,e4,Defense Smith Morra Gambit Declined Alapin Formation,Dontmesswithme_2 won by resignation,43.0,2020.04.15
Dontmesswithme_2,2287,United States of America,Black,Draw by repetition,c5,Aliencowboy,2476,United States of America,White,Draw by repetition,e4,Defense Open Najdorf Variation 6.Bg5 Nbd7 7.f4,Game drawn by repetition,19.0,2020.04.15
Dontmesswithme_2,2283,United States of America,White,Resigned,d4,Aliencowboy,2480,United States of America,Black,Win,Nf6,Indian Defense Fianchetto Classical Kramnik Variation 7...d5,Aliencowboy won by resignation,41.0,2020.04.15
Dontmesswithme_2,2279,United States of America,Black,Resigned,c5,Aliencowboy,2484,United States of America,White,Win,e4,Defense Open Najdorf Variation 6.Bg5 Nbd7 7.f4,Aliencowboy won by resignation,31.0,2020.04.15
Dontmesswithme_2,2275,United States of America,White,Resigned,d4,Aliencowboy,2488,United States of America,Black,Win,Nf6,Game London System,Aliencowboy won by resignation,25.0,2020.04.15
Dontmesswithme_2,1563,United States of America,Black,Checkmated,c6,optimisticrook,1921,United States of America,White,Win,c4,Opening Caro Kann Defensive System 2.g3,optimisticrook won by checkmate,29.0,2020.04.15
Dontmesswithme_2,2268,United States of America,White,Timeout,d4,Hampovsky,2312,Tunisia,Black,Win,Nf6,Indian Defense Orthodox Variation 6...Bg4,Hampovsky won on time,64.0,2020.04.15
Dontmesswithme_2,2261,United States of America,Black,Resigned,c5,Hampovsky,2319,Tunisia,White,Win,e4,Defense Smith Morra Gambit Declined Alapin Formation,Hampovsky won by resignation,23.0,2020.04.15
Dontmesswithme_2,2268,United States of America,White,Win,d4,gepard33,2206,Czechia,Black,Resigned,c6,Defense,Dontmesswithme_2 won by resignation,33.0,2020.04.15
Dontmesswithme_2,2268,United States of America,Black,Draw by timeout vs insufficient material,d5,abdallahhesham647,2282,Egypt,White,Draw by timeout vs insufficient material,d4,Defense 3.e3,Game drawn by timeout vs insufficient material,76.0,2020.04.15
